course_name,letter_grade,description,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,IP,NP,NR,P,S,U
Biological Sciences 188,B-,% of Total Number of Records along Grade Code Final,,,,,,16%,,,,,,,,,,,,,,
Biological Sciences 188,B-,Number of Records,,,,,,17,,,,,,,,,,,,,,
Biological Sciences 188,B+,% of Total Number of Records along Grade Code Final,,,,15%,,,,,,,,,,,,,,,,
Biological Sciences 188,B+,Number of Records,,,,16,,,,,,,,,,,,,,,,
Biological Sciences 188,C,% of Total Number of Records along Grade Code Final,,,,,,,,12%,,,,,,,,,,,,
Biological Sciences 188,C,Number of Records,,,,,,,,13,,,,,,,,,,,,
Biological Sciences 188,C-,% of Total Number of Records along Grade Code Final,,,,,,,,,1%,,,,,,,,,,,
Biological Sciences 188,C-,Number of Records,,,,,,,,,1,,,,,,,,,,,
Biological Sciences 188,C+,% of Total Number of Records along Grade Code Final,,,,,,,19%,,,,,,,,,,,,,
Biological Sciences 188,C+,Number of Records,,,,,,,20,,,,,,,,,,,,,
Biological Sciences 188,D,% of Total Number of Records along Grade Code Final,,,,,,,,,,,2%,,,,,,,,,
Biological Sciences 188,D,Number of Records,,,,,,,,,,,2,,,,,,,,,
Biological Sciences 188,D-,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,2%,,,,,,,,
Biological Sciences 188,D-,Number of Records,,,,,,,,,,,,2,,,,,,,,
Biological Sciences 188,D+,% of Total Number of Records along Grade Code Final,,,,,,,,,,2%,,,,,,,,,,
Biological Sciences 188,D+,Number of Records,,,,,,,,,,2,,,,,,,,,,
Biological Sciences 188,F,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,3%,,,,,,,
Biological Sciences 188,F,Number of Records,,,,,,,,,,,,,3,,,,,,,
Biological Sciences 188,W,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,1%,,,,,,
Biological Sciences 188,W,Number of Records,,,,,,,,,,,,,,1,,,,,,
Biological Sciences 189,A,% of Total Number of Records along Grade Code Final,,7%,,,,,,,,,,,,,,,,,,
Biological Sciences 189,A,Number of Records,,4,,,,,,,,,,,,,,,,,,
Biological Sciences 189,A-,% of Total Number of Records along Grade Code Final,,,3%,,,,,,,,,,,,,,,,,
Biological Sciences 189,A-,Number of Records,,,2,,,,,,,,,,,,,,,,,
Biological Sciences 189,B,% of Total Number of Records along Grade Code Final,,,,,3%,,,,,,,,,,,,,,,
Biological Sciences 189,B,Number of Records,,,,,2,,,,,,,,,,,,,,,
Biological Sciences 189,B-,% of Total Number of Records along Grade Code Final,,,,,,13%,,,,,,,,,,,,,,
Biological Sciences 189,B-,Number of Records,,,,,,8,,,,,,,,,,,,,,
Biological Sciences 189,B+,% of Total Number of Records along Grade Code Final,,,,10%,,,,,,,,,,,,,,,,
Biological Sciences 189,B+,Number of Records,,,,6,,,,,,,,,,,,,,,,
Biological Sciences 189,C,% of Total Number of Records along Grade Code Final,,,,,,,,18%,,,,,,,,,,,,
﻿Biological Sciences 189,C,Number of Records,,,,,,,,11,,,,,,,,,,,,
Biological Sciences 189,C-,% of Total Number of Records along Grade Code Final,,,,,,,,,2%,,,,,,,,,,,
Biological Sciences 189,C-,Number of Records,,,,,,,,,1,,,,,,,,,,,
Biological Sciences 189,C+,% of Total Number of Records along Grade Code Final,,,,,,,7%,,,,,,,,,,,,,
Biological Sciences 189,C+,Number of Records,,,,,,,4,,,,,,,,,,,,,
Biological Sciences 189,D,% of Total Number of Records along Grade Code Final,,,,,,,,,,,8%,,,,,,,,,
Biological Sciences 189,D,Number of Records,,,,,,,,,,,5,,,,,,,,,
Biological Sciences 189,D-,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,3%,,,,,,,,
Biological Sciences 189,D-,Number of Records,,,,,,,,,,,,2,,,,,,,,
Biological Sciences 189,D+,% of Total Number of Records along Grade Code Final,,,,,,,,,,7%,,,,,,,,,,
Biological Sciences 189,D+,Number of Records,,,,,,,,,,4,,,,,,,,,,
Biological Sciences 189,F,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,12%,,,,,,,
Biological Sciences 189,F,Number of Records,,,,,,,,,,,,,7,,,,,,,
Biological Sciences 189,NP,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,,,2%,,,,
Biological Sciences 189,NP,Number of Records,,,,,,,,,,,,,,,,1,,,,
Biological Sciences 189,P,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,,,,,3%,,
Biological Sciences 189,P,Number of Records,,,,,,,,,,,,,,,,,,2,,
Biological Sciences 189,W,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,2%,,,,,,
Biological Sciences 189,W,Number of Records,,,,,,,,,,,,,,1,,,,,,
Biological Sciences 190,A,% of Total Number of Records along Grade Code Final,,66%,,,,,,,,,,,,,,,,,,
Biological Sciences 190,A,Number of Records,,80,,,,,,,,,,,,,,,,,,
Biological Sciences 190,A-,% of Total Number of Records along Grade Code Final,,,9%,,,,,,,,,,,,,,,,,
Biological Sciences 190,A-,Number of Records,,,11,,,,,,,,,,,,,,,,,
Biological Sciences 190,A+,% of Total Number of Records along Grade Code Final,5%,,,,,,,,,,,,,,,,,,,
Biological Sciences 190,A+,Number of Records,6,,,,,,,,,,,,,,,,,,,
Biological Sciences 190,B,% of Total Number of Records along Grade Code Final,,,,,10%,,,,,,,,,,,,,,,
Biological Sciences 190,B,Number of Records,,,,,12,,,,,,,,,,,,,,,
Biological Sciences 190,B-,% of Total Number of Records along Grade Code Final,,,,,,1%,,,,,,,,,,,,,,
Biological Sciences 190,B-,Number of Records,,,,,,1,,,,,,,,,,,,,,
Biological Sciences 190,B+,% of Total Number of Records along Grade Code Final,,,,1%,,,,,,,,,,,,,,,,
Biological Sciences 190,B+,Number of Records,,,,1,,,,,,,,,,,,,,,,
Biological Sciences 190,C,% of Total Number of Records along Grade Code Final,,,,,,,,2%,,,,,,,,,,,,
Biological Sciences 190,C,Number of Records,,,,,,,,2,,,,,,,,,,,,
Biological Sciences 190,C+,% of Total Number of Records along Grade Code Final,,,,,,,1%,,,,,,,,,,,,,
Biological Sciences 190,C+,Number of Records,,,,,,,1,,,,,,,,,,,,,
Biological Sciences 190,F,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,1%,,,,,,,
Biological Sciences 190,F,Number of Records,,,,,,,,,,,,,1,,,,,,,
Biological Sciences 190,P,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,,,,,2%,,
Biological Sciences 190,P,Number of Records,,,,,,,,,,,,,,,,,,3,,
Biological Sciences 190,W,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,2%,,,,,,
Biological Sciences 190,W,Number of Records,,,,,,,,,,,,,,3,,,,,,
Biological Sciences 195,A,% of Total Number of Records along Grade Code Final,,73%,,,,,,,,,,,,,,,,,,
Biological Sciences 195,A,Number of Records,,844,,,,,,,,,,,,,,,,,,
Biological Sciences 195,A-,% of Total Number of Records along Grade Code Final,,,5%,,,,,,,,,,,,,,,,,
Biological Sciences 195,A-,Number of Records,,,55,,,,,,,,,,,,,,,,,
Biological Sciences 195,A+,% of Total Number of Records along Grade Code Final,14%,,,,,,,,,,,,,,,,,,,
Biological Sciences 195,A+,Number of Records,161,,,,,,,,,,,,,,,,,,,
Biological Sciences 195,B,% of Total Number of Records along Grade Code Final,,,,,2%,,,,,,,,,,,,,,,
Biological Sciences 195,B,Number of Records,,,,,28,,,,,,,,,,,,,,,
Biological Sciences 195,B-,% of Total Number of Records along Grade Code Final,,,,,,0%,,,,,,,,,,,,,,
﻿Biological Sciences 195,B-,Number of Records,,,,,,3,,,,,,,,,,,,,,
Biological Sciences 195,B+,% of Total Number of Records along Grade Code Final,,,,2%,,,,,,,,,,,,,,,,
Biological Sciences 195,B+,Number of Records,,,,26,,,,,,,,,,,,,,,,
Biological Sciences 195,C,% of Total Number of Records along Grade Code Final,,,,,,,,1%,,,,,,,,,,,,
Biological Sciences 195,C,Number of Records,,,,,,,,8,,,,,,,,,,,,
Biological Sciences 195,F,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,0%,,,,,,,
Biological Sciences 195,F,Number of Records,,,,,,,,,,,,,1,,,,,,,
Biological Sciences 195,NR,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,,,,0%,,,
Biological Sciences 195,NR,Number of Records,,,,,,,,,,,,,,,,,1,,,
Biological Sciences 195,P,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,,,,,3%,,
Biological Sciences 195,P,Number of Records,,,,,,,,,,,,,,,,,,32,,
Biological Sciences 195,W,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,0%,,,,,,
Biological Sciences 195,W,Number of Records,,,,,,,,,,,,,,3,,,,,,
Biological Sciences 197,A,% of Total Number of Records along Grade Code Final,,46%,,,,,,,,,,,,,,,,,,
Biological Sciences 197,A,Number of Records,,17,,,,,,,,,,,,,,,,,,
Biological Sciences 197,A-,% of Total Number of Records along Grade Code Final,,,11%,,,,,,,,,,,,,,,,,
Biological Sciences 197,A-,Number of Records,,,4,,,,,,,,,,,,,,,,,
Biological Sciences 197,A+,% of Total Number of Records along Grade Code Final,30%,,,,,,,,,,,,,,,,,,,
Biological Sciences 197,A+,Number of Records,11,,,,,,,,,,,,,,,,,,,
Biological Sciences 197,B,% of Total Number of Records along Grade Code Final,,,,,3%,,,,,,,,,,,,,,,
Biological Sciences 197,B,Number of Records,,,,,1,,,,,,,,,,,,,,,
Biological Sciences 197,B+,% of Total Number of Records along Grade Code Final,,,,5%,,,,,,,,,,,,,,,,
Biological Sciences 197,B+,Number of Records,,,,2,,,,,,,,,,,,,,,,
Biological Sciences 197,C,% of Total Number of Records along Grade Code Final,,,,,,,,3%,,,,,,,,,,,,
Biological Sciences 197,C,Number of Records,,,,,,,,1,,,,,,,,,,,,
Biological Sciences 197,C+,% of Total Number of Records along Grade Code Final,,,,,,,3%,,,,,,,,,,,,,
Biological Sciences 197,C+,Number of Records,,,,,,,1,,,,,,,,,,,,,
Biological Sciences 198,A,% of Total Number of Records along Grade Code Final,,5%,,,,,,,,,,,,,,,,,,
Biological Sciences 198,A,Number of Records,,2,,,,,,,,,,,,,,,,,,
Biological Sciences 198,A-,% of Total Number of Records along Grade Code Final,,,8%,,,,,,,,,,,,,,,,,
Biological Sciences 198,A-,Number of Records,,,3,,,,,,,,,,,,,,,,,
Biological Sciences 198,A+,% of Total Number of Records along Grade Code Final,3%,,,,,,,,,,,,,,,,,,,
Biological Sciences 198,A+,Number of Records,1,,,,,,,,,,,,,,,,,,,
Biological Sciences 198,P,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,,,,,83%,,
Biological Sciences 198,P,Number of Records,,,,,,,,,,,,,,,,,,33,,
Biological Sciences 198,W,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,3%,,,,,,
Biological Sciences 198,W,Number of Records,,,,,,,,,,,,,,1,,,,,,
Biological Sciences 199,A,% of Total Number of Records along Grade Code Final,,3%,,,,,,,,,,,,,,,,,,
Biological Sciences 199,A,Number of Records,,1,,,,,,,,,,,,,,,,,,
Biological Sciences 199,NP,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,,,3%,,,,
Biological Sciences 199,NP,Number of Records,,,,,,,,,,,,,,,,1,,,,
Biological Sciences 199,P,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,,,,,93%,,
Biological Sciences 199,P,Number of Records,,,,,,,,,,,,,,,,,,28,,
Chemistry 001,A,% of Total Number of Records along Grade Code Final,,7%,,,,,,,,,,,,,,,,,,
Chemistry 001,A,Number of Records,,971,,,,,,,,,,,,,,,,,,
Chemistry 001,A-,% of Total Number of Records along Grade Code Final,,,6%,,,,,,,,,,,,,,,,,
Chemistry 001,A-,Number of Records,,,805,,,,,,,,,,,,,,,,,
Chemistry 001,A+,% of Total Number of Records along Grade Code Final,0%,,,,,,,,,,,,,,,,,,,
Chemistry 001,A+,Number of Records,61,,,,,,,,,,,,,,,,,,,
Chemistry 001,B,% of Total Number of Records along Grade Code Final,,,,,11%,,,,,,,,,,,,,,,
﻿Chemistry 001,B,Number of Records,,,,,"1,482",,,,,,,,,,,,,,,
Chemistry 001,B-,% of Total Number of Records along Grade Code Final,,,,,,10%,,,,,,,,,,,,,,
Chemistry 001,B-,Number of Records,,,,,,"1,432",,,,,,,,,,,,,,
Chemistry 001,B+,% of Total Number of Records along Grade Code Final,,,,7%,,,,,,,,,,,,,,,,
Chemistry 001,B+,Number of Records,,,,954,,,,,,,,,,,,,,,,
Chemistry 001,C,% of Total Number of Records along Grade Code Final,,,,,,,,12%,,,,,,,,,,,,
Chemistry 001,C,Number of Records,,,,,,,,"1,737",,,,,,,,,,,,
Chemistry 001,C-,% of Total Number of Records along Grade Code Final,,,,,,,,,8%,,,,,,,,,,,
Chemistry 001,C-,Number of Records,,,,,,,,,"1,097",,,,,,,,,,,
Chemistry 001,C+,% of Total Number of Records along Grade Code Final,,,,,,,9%,,,,,,,,,,,,,
Chemistry 001,C+,Number of Records,,,,,,,"1,284",,,,,,,,,,,,,
Chemistry 001,D,% of Total Number of Records along Grade Code Final,,,,,,,,,,,6%,,,,,,,,,
Chemistry 001,D,Number of Records,,,,,,,,,,,781,,,,,,,,,
Chemistry 001,D-,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,3%,,,,,,,,
Chemistry 001,D-,Number of Records,,,,,,,,,,,,458,,,,,,,,
Chemistry 001,D+,% of Total Number of Records along Grade Code Final,,,,,,,,,,6%,,,,,,,,,,
Chemistry 001,D+,Number of Records,,,,,,,,,,780,,,,,,,,,,
Chemistry 001,F,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,12%,,,,,,,
Chemistry 001,F,Number of Records,,,,,,,,,,,,,"1,678",,,,,,,
Chemistry 001,NP,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,,,0%,,,,
Chemistry 001,NP,Number of Records,,,,,,,,,,,,,,,,30,,,,
Chemistry 001,P,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,,,,,0%,,
Chemistry 001,P,Number of Records,,,,,,,,,,,,,,,,,,42,,
Chemistry 001,W,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,2%,,,,,,
Chemistry 001,W,Number of Records,,,,,,,,,,,,,,312,,,,,,
Chemistry 002,A,% of Total Number of Records along Grade Code Final,,6%,,,,,,,,,,,,,,,,,,
Chemistry 002,A,Number of Records,,825,,,,,,,,,,,,,,,,,,
Chemistry 002,A-,% of Total Number of Records along Grade Code Final,,,5%,,,,,,,,,,,,,,,,,
Chemistry 002,A-,Number of Records,,,744,,,,,,,,,,,,,,,,,
Chemistry 002,A+,% of Total Number of Records along Grade Code Final,1%,,,,,,,,,,,,,,,,,,,
Chemistry 002,A+,Number of Records,110,,,,,,,,,,,,,,,,,,,
Chemistry 002,B,% of Total Number of Records along Grade Code Final,,,,,12%,,,,,,,,,,,,,,,
Chemistry 002,B,Number of Records,,,,,"1,687",,,,,,,,,,,,,,,
Chemistry 002,B-,% of Total Number of Records along Grade Code Final,,,,,,8%,,,,,,,,,,,,,,
Chemistry 002,B-,Number of Records,,,,,,"1,154",,,,,,,,,,,,,,
Chemistry 002,B+,% of Total Number of Records along Grade Code Final,,,,5%,,,,,,,,,,,,,,,,
Chemistry 002,B+,Number of Records,,,,754,,,,,,,,,,,,,,,,
Chemistry 002,C,% of Total Number of Records along Grade Code Final,,,,,,,,19%,,,,,,,,,,,,
Chemistry 002,C,Number of Records,,,,,,,,"2,657",,,,,,,,,,,,
Chemistry 002,C-,% of Total Number of Records along Grade Code Final,,,,,,,,,11%,,,,,,,,,,,
Chemistry 002,C-,Number of Records,,,,,,,,,"1,578",,,,,,,,,,,
Chemistry 002,C+,% of Total Number of Records along Grade Code Final,,,,,,,10%,,,,,,,,,,,,,
Chemistry 002,C+,Number of Records,,,,,,,"1,439",,,,,,,,,,,,,
Chemistry 002,D,% of Total Number of Records along Grade Code Final,,,,,,,,,,,5%,,,,,,,,,
Chemistry 002,D,Number of Records,,,,,,,,,,,733,,,,,,,,,
Chemistry 002,D-,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,2%,,,,,,,,
Chemistry 002,D-,Number of Records,,,,,,,,,,,,330,,,,,,,,
Chemistry 002,D+,% of Total Number of Records along Grade Code Final,,,,,,,,,,5%,,,,,,,,,,
Chemistry 002,D+,Number of Records,,,,,,,,,,688,,,,,,,,,,
Chemistry 002,F,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,6%,,,,,,,
﻿Chemistry 002,F,Number of Records,,,,,,,,,,,,,800,,,,,,,
Chemistry 002,NP,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,,,0%,,,,
Chemistry 002,NP,Number of Records,,,,,,,,,,,,,,,,61,,,,
Chemistry 002,P,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,,,,,0%,,
Chemistry 002,P,Number of Records,,,,,,,,,,,,,,,,,,62,,
Chemistry 002,W,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,2%,,,,,,
Chemistry 002,W,Number of Records,,,,,,,,,,,,,,288,,,,,,
Chemistry 002H,A,% of Total Number of Records along Grade Code Final,,18%,,,,,,,,,,,,,,,,,,
Chemistry 002H,A,Number of Records,,47,,,,,,,,,,,,,,,,,,
Chemistry 002H,A-,% of Total Number of Records along Grade Code Final,,,16%,,,,,,,,,,,,,,,,,
Chemistry 002H,A-,Number of Records,,,42,,,,,,,,,,,,,,,,,
Chemistry 002H,A+,% of Total Number of Records along Grade Code Final,4%,,,,,,,,,,,,,,,,,,,
Chemistry 002H,A+,Number of Records,10,,,,,,,,,,,,,,,,,,,
Chemistry 002H,B,% of Total Number of Records along Grade Code Final,,,,,18%,,,,,,,,,,,,,,,
Chemistry 002H,B,Number of Records,,,,,47,,,,,,,,,,,,,,,
Chemistry 002H,B-,% of Total Number of Records along Grade Code Final,,,,,,12%,,,,,,,,,,,,,,
Chemistry 002H,B-,Number of Records,,,,,,30,,,,,,,,,,,,,,
Chemistry 002H,B+,% of Total Number of Records along Grade Code Final,,,,11%,,,,,,,,,,,,,,,,
Chemistry 002H,B+,Number of Records,,,,28,,,,,,,,,,,,,,,,
Chemistry 002H,C,% of Total Number of Records along Grade Code Final,,,,,,,,5%,,,,,,,,,,,,
Chemistry 002H,C,Number of Records,,,,,,,,13,,,,,,,,,,,,
Chemistry 002H,C-,% of Total Number of Records along Grade Code Final,,,,,,,,,4%,,,,,,,,,,,
Chemistry 002H,C-,Number of Records,,,,,,,,,11,,,,,,,,,,,
Chemistry 002H,C+,% of Total Number of Records along Grade Code Final,,,,,,,4%,,,,,,,,,,,,,
Chemistry 002H,C+,Number of Records,,,,,,,11,,,,,,,,,,,,,
Chemistry 002H,D,% of Total Number of Records along Grade Code Final,,,,,,,,,,,2%,,,,,,,,,
Chemistry 002H,D,Number of Records,,,,,,,,,,,5,,,,,,,,,
Chemistry 002H,D+,% of Total Number of Records along Grade Code Final,,,,,,,,,,2%,,,,,,,,,,
Chemistry 002H,D+,Number of Records,,,,,,,,,,6,,,,,,,,,,
Chemistry 002H,F,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,1%,,,,,,,
Chemistry 002H,F,Number of Records,,,,,,,,,,,,,3,,,,,,,
Chemistry 002H,NP,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,,,0%,,,,
Chemistry 002H,NP,Number of Records,,,,,,,,,,,,,,,,1,,,,
Chemistry 002H,W,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,0%,,,,,,
Chemistry 002H,W,Number of Records,,,,,,,,,,,,,,1,,,,,,
Chemistry 008,A,% of Total Number of Records along Grade Code Final,,7%,,,,,,,,,,,,,,,,,,
Chemistry 008,A,Number of Records,,537,,,,,,,,,,,,,,,,,,
Chemistry 008,A-,% of Total Number of Records along Grade Code Final,,,4%,,,,,,,,,,,,,,,,,
Chemistry 008,A-,Number of Records,,,303,,,,,,,,,,,,,,,,,
Chemistry 008,A+,% of Total Number of Records along Grade Code Final,2%,,,,,,,,,,,,,,,,,,,
Chemistry 008,A+,Number of Records,136,,,,,,,,,,,,,,,,,,,
Chemistry 008,B,% of Total Number of Records along Grade Code Final,,,,,13%,,,,,,,,,,,,,,,
Chemistry 008,B,Number of Records,,,,,953,,,,,,,,,,,,,,,
Chemistry 008,B-,% of Total Number of Records along Grade Code Final,,,,,,7%,,,,,,,,,,,,,,
Chemistry 008,B-,Number of Records,,,,,,495,,,,,,,,,,,,,,
Chemistry 008,B+,% of Total Number of Records along Grade Code Final,,,,4%,,,,,,,,,,,,,,,,
Chemistry 008,B+,Number of Records,,,,318,,,,,,,,,,,,,,,,
Chemistry 008,C,% of Total Number of Records along Grade Code Final,,,,,,,,20%,,,,,,,,,,,,
Chemistry 008,C,Number of Records,,,,,,,,"1,430",,,,,,,,,,,,
Chemistry 008,C-,% of Total Number of Records along Grade Code Final,,,,,,,,,8%,,,,,,,,,,,
﻿Chemistry 008,C-,Number of Records,,,,,,,,,553,,,,,,,,,,,
Chemistry 008,C+,% of Total Number of Records along Grade Code Final,,,,,,,7%,,,,,,,,,,,,,
Chemistry 008,C+,Number of Records,,,,,,,484,,,,,,,,,,,,,
Chemistry 008,D,% of Total Number of Records along Grade Code Final,,,,,,,,,,,12%,,,,,,,,,
Chemistry 008,D,Number of Records,,,,,,,,,,,884,,,,,,,,,
Chemistry 008,D-,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,1%,,,,,,,,
Chemistry 008,D-,Number of Records,,,,,,,,,,,,100,,,,,,,,
Chemistry 008,D+,% of Total Number of Records along Grade Code Final,,,,,,,,,,2%,,,,,,,,,,
Chemistry 008,D+,Number of Records,,,,,,,,,,167,,,,,,,,,,
Chemistry 008,F,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,9%,,,,,,,
Chemistry 008,F,Number of Records,,,,,,,,,,,,,621,,,,,,,
Chemistry 008,NP,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,,,0%,,,,
Chemistry 008,NP,Number of Records,,,,,,,,,,,,,,,,28,,,,
Chemistry 008,P,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,,,,,0%,,
Chemistry 008,P,Number of Records,,,,,,,,,,,,,,,,,,30,,
Chemistry 008,W,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,3%,,,,,,
Chemistry 008,W,Number of Records,,,,,,,,,,,,,,201,,,,,,
Chemistry 008H,A,% of Total Number of Records along Grade Code Final,,23%,,,,,,,,,,,,,,,,,,
Chemistry 008H,A,Number of Records,,23,,,,,,,,,,,,,,,,,,
Chemistry 008H,A-,% of Total Number of Records along Grade Code Final,,,6%,,,,,,,,,,,,,,,,,
Chemistry 008H,A-,Number of Records,,,6,,,,,,,,,,,,,,,,,
